gene,anomaly_score
KCNH1,0.0005282108
SAPCD1,0.0005280389
NEURL1,0.00052738097
SNX19,0.00052710547
PRLH,0.0005270574
MRTO4,0.00052686734
RANBP2,0.0005266883
ABHD8,0.00052606745
KIAA0319L,0.000525615
MRS2,0.00052514626
MBIP,0.0005248422
SMYD3,0.00052455254
CITED1,0.00052440807
SUCLG1,0.0005243253
H1-10,0.0005241862
FAM89B,0.00052404165
H2BC12,0.0005240365
RLN2,0.00052402454
PIH1D1,0.00052388565
WDR74,0.00052384083
CHD1L,0.000523697
TTC31,0.00052255904
DUSP6,0.00052254467
BMP4,0.00052233017
SEMA3A,0.00052200665
MBNL2,0.0005219309
FBXO46,0.0005213808
AGA,0.0005210896
ENTPD7,0.00052058237
PACS1,0.0005202145
CCL11,0.00051984255
CTLA4,0.00051903544
AKR7A3,0.00051888294
RIBC2,0.00051820144
RAB6D,0.0005175566
GSTA4,0.0005173702
SF3B1,0.00051736756
WRAP73,0.00051639014
BIN2,0.0005163624
GATAD2A,0.000516359
ZNF587B,0.0005163257
ANAPC15,0.0005157272
FLT3,0.00051470386
S1PR4,0.0005134853
BAX,0.0005125914
RBCK1,0.00051136914
TRPS1,0.0005109852
ESM1,0.0005107028
H1-0,0.0005105066
AZI2,0.00051046925
TMEM132A,0.00051027565
SMAD5,0.0005102524
PHB,0.0005097107
IREB2,0.00050835917
NSD3,0.000508315
LSM4,0.00050815503
KPTN,0.0005071364
SMPDL3A,0.0005069168
NR3C1,0.00050665875
FABP7,0.0005060119
RECQL4,0.0005057683
DROSHA,0.0005051325
GNG3,0.0005049381
NUDT18,0.00050470914
RNF7,0.00050469226
PPDPF,0.0005039203
NUAK2,0.0005039066
ST6GALNAC2,0.00050330284
TRAPPC3,0.00050308503
FAAP24,0.0005030729
ASPH,0.00050300796
PCYT1A,0.00050237234
APPBP2,0.0005016932
ITGAX,0.0005015931
CHP1,0.0005015775
SLC7A8,0.00050130335
PDE6C,0.0005009044
ATP5PD,0.000500649
NDC1,0.000500194
CSNK2B,0.0005000766
PGAP1,0.0004993911
CYB561D2,0.00049895013
CLEC2D,0.0004989097
XRCC3,0.0004985377
UQCRFS1,0.0004985121
COLEC12,0.00049842964
PDE2A,0.00049802486
MACROH2A1,0.00049789104
DCTD,0.0004974363
MICAL1,0.0004972359
CTSE,0.0004970039
GRK6,0.00049666467
POLR2G,0.0004962624
CLN8,0.0004962543
ZNF212,0.0004957961
RAB15,0.0004955705
ADAMTS5,0.0004954081
PAFAH1B1,0.00049535075
RNF25,0.0004950866
COX6B1,0.0004950357
MRPL58,0.00049447047
RIC8A,0.00049428234
BDH2,0.0004941443
SPCS1,0.00049363606
IDO1,0.0004935321
ACACA,0.0004927059
POLE3,0.00049256615
PPP3CA,0.0004921237
RMDN1,0.0004918311
PSPC1,0.0004917482
IFT22,0.0004917128
FNTB,0.0004913146
TMPO,0.00049095013
BCL7C,0.0004908734
UNC50,0.0004903241
MLX,0.0004899957
RNF2,0.0004899097
TYMP,0.00048978045
GMIP,0.00048977055
TMEM109,0.00048939884
ZP3,0.0004891119
CHAF1A,0.000489072
PLEK2,0.0004890616
ZNF93,0.0004885353
VGLL1,0.00048813483
SREBF1,0.00048797976
DNAJC13,0.00048695545
ZFP37,0.00048677734
MYOC,0.0004866532
BLVRA,0.00048571237
CCDC130,0.00048512692
GP1BA,0.00048423588
TNR,0.00048422872
MSMB,0.00048366148
CTBP2,0.0004829425
NDUFA3,0.0004826111
ACTA1,0.00048251956
SGTA,0.00048246
ARPC1B,0.00048133303
NDEL1,0.00048077374
SURF1,0.00048064196
KRT19,0.0004791987
NAGA,0.00047902073
CHM,0.00047899992
TSPYL1,0.00047873845
POLQ,0.00047868767
SEC14L2,0.00047868065
ANKS1A,0.00047867282
SBNO2,0.00047853217
SERPINA1,0.00047834934
ARHGEF11,0.00047665805
ABAT,0.00047656705
RGS3,0.00047654368
HBEGF,0.00047645305
DNMT3A,0.00047642956
IFT122,0.00047634196
EPS8L3,0.00047619446
PROC,0.00047577475
G6PC3,0.0004747312
EBNA1BP2,0.00047446694
MARCHF8,0.00047416717
NUCB2,0.00047413897
TNFRSF13B,0.00047398676
PODNL1,0.00047394662
CXCL11,0.00047389755
KPNA6,0.00047386676
PTGIS,0.00047366857
FGFR3,0.00047282927
CACNA1S,0.0004724934
MORN1,0.00047244923
XPC,0.00047224114
RHOB,0.00047200458
GZMA,0.00047157708
COL3A1,0.00047083895
NDUFS3,0.00047036275
NDUFB1,0.00047034668
ETV7,0.00047017224
INVS,0.00047008315
CDT1,0.00047001077
SOCS7,0.00046971478
SLC25A6,0.0004695433
RPS18,0.0004680448
CD93,0.00046780446
PGBD5,0.00046778424
PIK3R4,0.00046741398
AKTIP,0.00046661973
MNDA,0.00046646572
TXLNA,0.0004664623
ALDH1B1,0.0004663573
P2RX2,0.00046622462
FAAP100,0.00046621895
ATP8B1,0.0004659847
GPALPP1,0.0004658359
FUT7,0.00046436515
YEATS2,0.00046407135
SAC3D1,0.000463497
USP8,0.00046259392
TERT,0.00046246895
HOPX,0.00046237273
NDUFS1,0.00046213355
PICALM,0.00046194077
LCP2,0.00046127304
QPCT,0.00046098602
SF3A2,0.00046068509
RPL19,0.0004606473
CCPG1,0.00046040467
LAMP5,0.00046038904
BICC1,0.00045994826
UNC119,0.00045958842
RPL12,0.00045955204
NDE1,0.00045934092
OSBPL8,0.0004587904
SP1,0.00045871362
IFNGR1,0.000456399
SLC27A5,0.00045619038
KRT1,0.00045581095
NME2,0.0004548144
TMLHE,0.00045477046
RTN4,0.00045471784
ACRV1,0.00045417895
RGL2,0.00045400986
UST,0.00045280307
GRTP1,0.00045247297
THAP4,0.00045190318
H2BC3,0.00045161074
UBE2Z,0.00045100407
NAALAD2,0.00045043693
KRT3,0.00045043067
MYH2,0.00044959033
COMMD3,0.00044945366
TNFSF11,0.0004493972
CSTF3,0.00044886133
ZNF771,0.0004487076
PRUNE2,0.000448632
AMMECR1,0.00044824302
PIK3CA,0.00044817585
SLITRK5,0.00044798854
IL2RG,0.00044776747
ATG2B,0.0004475929
HDGF,0.00044746848
RUSC1,0.00044731697
AGRN,0.00044704988
C9orf116,0.00044664784
SLC22A5,0.00044637936
OXLD1,0.00044637133
BRMS1,0.00044613192
KRT6B,0.0004460694
EFHD1,0.0004456912
TMEM120B,0.00044561384
CCNDBP1,0.00044552254
RAB11FIP3,0.00044438976
CD226,0.0004443863
PDCD1,0.00044339613
SMPD2,0.00044252115
LYPD1,0.00044233183
FCF1,0.0004413706
SHQ1,0.00044114885
MYBPH,0.00044070015
ACVR1B,0.00044058924
TYMS,0.00044055047
RNF126,0.0004405502
CELSR1,0.0004400679
C1orf174,0.00044005018
ZNF3,0.0004396754
TENT5A,0.000439336
EIF4B,0.00043866254
TBP,0.00043817682
SERINC3,0.00043792272
CEBPZ,0.00043782708
TEK,0.00043757574
MAP4K3,0.00043720572
ZCCHC14,0.00043717586
CCDC106,0.00043707158
ZCCHC4,0.0004369335
BACE1,0.00043690644
GUK1,0.00043689506
MICAL3,0.00043677844
GABPA,0.00043667172
MAP3K4,0.00043660402
GALK2,0.00043591138
MYG1,0.00043587128
H1-2,0.00043585716
PQBP1,0.0004355486
RFC5,0.0004353772
RPN1,0.00043534313
GJB3,0.00043520404
TSC22D4,0.00043517406
PODXL2,0.00043450165
RELN,0.0004340951
PSIP1,0.00043391163
SIPA1L1,0.00043387647
FGD1,0.00043330854
TES,0.00043299329
TRAF5,0.00043239628
GNG5,0.00043160416
MKRN1,0.00043110695
HSD17B7,0.00043011125
TBC1D5,0.00043010386
CYBC1,0.0004294664
SPTBN4,0.0004292741
PTP4A2,0.0004292447
SNX24,0.00042905353
SETD1A,0.00042896724
SSR4,0.0004274552
ETS2,0.00042739254
RER1,0.00042731207
RB1,0.00042730392
KRT17,0.0004272776
DDAH1,0.0004272684
SCAF8,0.0004266966
ZBTB32,0.0004266557
PSENEN,0.00042655092
PFDN5,0.00042598258
TGFBRAP1,0.00042561602
PPIA,0.00042532018
MORC3,0.00042494398
EOLA2,0.00042439738
EGFL7,0.00042366039
KMT5A,0.00042328163
HHAT,0.00042253113
APOBEC3G,0.0004225165
UBE2G1,0.0004223769
SCAND1,0.00042170848
CALB2,0.0004208718
FUT8,0.00042086505
FAU,0.0004206991
OTUD3,0.0004203946
MRTFA,0.0004203176
IL1B,0.00041978608
PRKRIP1,0.0004197334
KCNF1,0.0004193277
GALR3,0.0004186573
C12orf29,0.0004181882
IRF2BP1,0.00041748525
C11orf49,0.000417386
HERC4,0.00041728799
GAB1,0.00041703964
RAB3GAP1,0.00041651377
FHL2,0.00041612185
NFKB2,0.0004158598
ZBTB39,0.0004157089
TBCEL,0.00041569158
VRK3,0.00041544507
RPS8,0.00041492545
RPS2,0.00041416637
LRRN2,0.00041404588
B9D1,0.0004134464
CDX1,0.00041311947
CCDC134,0.00041258748
EIF4EBP2,0.00041240448
TSNAXIP1,0.00041201003
DNAAF5,0.0004113509
MTSS2,0.00041096355
DHRS4,0.00040880978
NOLC1,0.00040864205
TRIM15,0.0004084739
ETV2,0.00040783294
RNF220,0.00040780744
SLC14A1,0.00040730552
RBPJ,0.00040721876
RBBP8,0.00040667242
HPR,0.0004063992
ERG28,0.00040583726
SMARCC2,0.0004057213
PGAP3,0.0004047083
MED20,0.00040305624
DHDDS,0.00040268147
ISCA1,0.0004025728
LTB,0.0004025239
TCN1,0.00040252012
RAB6C,0.00040230723
CCDC186,0.0004020684
NEFM,0.0004019774
MRPS33,0.00040175297
ZG16,0.00040147582
SGPL1,0.0004013302
APOLD1,0.00040096222
CACNA2D2,0.00040077695
PMAIP1,0.00040070093
SLC25A30,0.00040067936
MVK,0.00040058373
USP15,0.0004004466
SUN1,0.00040001248
ACTR5,0.00039949163
MED9,0.00039938604
TBX10,0.00039937324
CS,0.00039873336
CLEC3B,0.00039809168
SNX27,0.00039798048
CA7,0.00039788894
FAM172A,0.000397379
EMILIN2,0.0003970132
BCL2L2,0.00039699144
KRT7,0.00039692936
ATAD2B,0.00039684479
POLE,0.00039680384
SIGLEC15,0.00039676626
OTUD7B,0.0003964313
CRAT,0.0003961881
PVRIG,0.00039614894
DLST,0.00039601477
SCAI,0.00039560298
SERPINA3,0.0003955885
COPE,0.00039500493
TXLNG,0.0003946555
CRB1,0.00039434203
BBIP1,0.000394243
LAT2,0.00039414858
RPL36AL,0.0003941001
CD48,0.00039369598
FGD6,0.00039308067
RASSF7,0.00039236067
BCL6,0.00039226795
PABPN1,0.00039211885
PARK7,0.00039157592
POPDC3,0.00039140234
MON1B,0.00039119695
MEA1,0.0003908405
KDM4A,0.00039067358
HOXA5,0.00039060382
RNASET2,0.00039005122
CRABP2,0.00038985256
CACNG4,0.00038934968
CASQ1,0.00038920427
MAP3K20,0.0003891506
BAP1,0.00038909266
QPRT,0.00038882945
DNAJB5,0.00038863375
RIN1,0.00038856082
VTI1B,0.00038854426
SHANK1,0.00038851015
TTBK2,0.000387775
PITX2,0.00038761232
LAT,0.00038759288
KRT36,0.00038758383
CYP20A1,0.00038713322
ZNF432,0.00038692
DTX3,0.00038643362
CARS2,0.00038614805
EDC3,0.0003860972
PEX10,0.00038580454
TEX14,0.00038555486
CIR1,0.0003855473
BAG5,0.00038534508
CRTC3,0.00038515733
RELB,0.00038507913
ZNF593,0.00038408773
RPIA,0.0003838115
AOC3,0.0003833691
HMG20B,0.00038312163
SF3B2,0.0003830226
NUDC,0.00038273504
ELK3,0.00038261645
NAT9,0.00038259334
LIMD2,0.00038229956
TRAF1,0.0003814647
CRADD,0.00038111824
TTC19,0.00038074655
CA2,0.00038072222
DCLK1,0.00038026288
COL1A2,0.0003801149
GJA5,0.00037977129
PLA2G10,0.00037912984
RABEPK,0.00037893406
SGCB,0.0003788689
CXCR4,0.00037857247
MMUT,0.00037846089
TEX261,0.00037843487
FOXJ3,0.00037820375
UBE2E3,0.00037819432
GTPBP3,0.0003781033
VPS37C,0.0003777284
FYN,0.00037769956
ATF2,0.00037750724
NCKAP1,0.00037741504
CEP104,0.00037696338
POLR2J3,0.00037687787
ACO1,0.00037620973
PELO,0.00037616197
S1PR1,0.00037572187
XKR8,0.0003755702
HOXD3,0.0003755101
CBL,0.0003754802
GJA4,0.00037546968
TPCN1,0.0003754684
NKIRAS2,0.0003751754
OGFR,0.00037476444
EIF4E2,0.00037471176
SPATA20,0.00037465978
EDDM3B,0.00037459683
TRPC1,0.00037452902
CES2,0.00037378952
ACTN2,0.00037356105
ZNF467,0.00037352956
DDIT4,0.00037349807
GPC1,0.00037284207
ZDHHC11,0.0003726557
NPR1,0.00037245557
ATP6V0A4,0.00037223188
PKP3,0.00037190644
PRPF6,0.0003718461
ITPRID2,0.0003717894
VEGFC,0.00037145382
TGM2,0.0003709898
ENDOG,0.0003708771
PUDP,0.00037075643
PKM,0.0003703942
KLF1,0.0003701118
XRCC5,0.00036991446
DSTN,0.00036979417
ODC1,0.0003695734
KAZALD1,0.00036949918
RFC1,0.00036926335
CCDC28A,0.0003689912
MEF2B,0.00036890636
ZNF133,0.0003688834
RASGRF1,0.00036870598
SLC8A1,0.0003679748
PLSCR2,0.00036786444
NMD3,0.00036764363
GPR132,0.00036758406
MYT1,0.00036746223
SYCP1,0.00036742867
SLPI,0.00036738513
C1QL1,0.00036735515
PLAC1,0.00036725175
SERPINA5,0.0003671267
PAPOLG,0.00036635663
PRR7,0.0003662482
SGSH,0.00036592924
TNNI2,0.00036586652
SLC5A5,0.0003658129
MAP3K11,0.00036581155
GARRE1,0.00036571082
ABCD3,0.0003650513
GRB7,0.0003650302
AKR1A1,0.00036479646
NSD2,0.0003645134
TMPRSS3,0.00036446893
GYG2,0.00036427146
ISG15,0.0003642575
ASCC1,0.00036379026
CFAP74,0.0003628065
FHL1,0.0003627673
HLA-DRA,0.0003626857
OVGP1,0.00036231388
LORICRIN,0.0003622063
TAF9B,0.00036162924
FNDC3A,0.000361378
PASK,0.00036133954
RCAN3,0.00036130092
SENP6,0.00036105094
ZNF224,0.00036098185
POGLUT1,0.00036067842
MTMR9,0.0003606506
TNFRSF4,0.00036056893
AIP,0.0003602741
HBS1L,0.00035998877
TMEM184C,0.00035996365
MYH14,0.0003599028
MRPL40,0.0003596763
TMEM160,0.00035948583
RNF44,0.0003593145
HDAC9,0.00035930806
MUSK,0.00035930512
DBF4B,0.00035919843
NBPF1,0.0003588287
ACYP1,0.00035878536
ATF4,0.00035836158
TPR,0.0003581314
XYLB,0.00035791352
RHO,0.0003579105
PMCH,0.00035785884
ATRX,0.00035780296
KCNS3,0.0003564106
CROT,0.00035623202
PPIAL4H,0.00035605914
ATP5MC2,0.00035598775
RNF31,0.00035583484
EMID1,0.00035566807
SNX5,0.0003556548
SHBG,0.00035550425
ITK,0.0003554289
TMEM33,0.0003550473
STYXL1,0.0003550211
RCHY1,0.0003549686
KCTD7,0.00035480387
DNM2,0.0003546302
ARG1,0.00035458885
CUX2,0.00035458518
SLC24A2,0.00035456277
HMGN5,0.00035421707
MPHOSPH8,0.00035410025
RUFY3,0.00035393186
PLEKHJ1,0.0003537925
CTDSP2,0.0003537775
CERS2,0.00035369818
PCMT1,0.0003535221
FAM53C,0.00035337856
SUPT4H1,0.0003532892
ZBED6,0.0003531602
SSBP2,0.00035306363
CHIC2,0.00035267195
TTLL1,0.00035242317
SLC29A2,0.0003522039
SERPINB1,0.00035216156
KLF13,0.00035203056
WDR47,0.00035198475
RPL7A,0.00035165317
PARP1,0.00035153775
RPS28,0.0003511513
ABCC10,0.0003510382
SNX4,0.00035100462
ADCY3,0.00035097686
KCNJ10,0.00035089703
MAGOH,0.00035085992
DUSP5,0.00035078474
POLRMT,0.00035069455
CHIT1,0.0003502912
GIT1,0.00035023832
APC,0.00035020756
ST7L,0.00035002077
MYBPC3,0.00034939003
PDE6G,0.00034929282
SHISAL1,0.00034898566
PPT2,0.0003484594
UFSP2,0.0003483637
GPR17,0.000347843
APPL1,0.00034783862
SLC39A1,0.00034753414
ZNF672,0.00034736996
IL6R,0.0003466368
LMX1B,0.00034645823
VTCN1,0.0003458523
C6orf120,0.00034560217
TACSTD2,0.00034537722
CEP68,0.00034509477
THOC6,0.0003450685
DARS1,0.0003450648
ZMYM4,0.00034500088
DCP1A,0.00034479707
FAM107A,0.00034475626
MERTK,0.00034461793
TEN1-CDK3,0.00034458147
MS4A1,0.00034449404
SMYD2,0.0003444551
TRIM25,0.00034361976
ZNF124,0.00034357535
OTUB2,0.00034355663
MME,0.00034343
DIO2,0.00034321623
B3GALT5,0.00034288317
NEFL,0.0003427545
ZNF273,0.00034257886
PTPN2,0.0003424542
ARMCX2,0.0003421814
ADSS2,0.0003419974
POLR1B,0.00034194393
USPL1,0.00034178514
MFAP3,0.00034177533
ZNF586,0.00034160767
ATP4B,0.00034153168
SUMO4,0.00034146977
DPH2,0.0003414657
EXD2,0.0003411828
NAMPT,0.0003410489
PEX26,0.0003409778
SMARCD2,0.00034096205
SCGB2A1,0.00034084189
ZFHX3,0.00034074235
TSTD2,0.0003406651
UGCG,0.00034037448
GANAB,0.00033994974
TMSB15A,0.00033980902
TIMM23B,0.00033930928
CYTIP,0.00033928244
IMP4,0.00033910887
CYP27B1,0.00033907706
HSD17B2,0.00033882482
TRAPPC2,0.00033880517
ZNF189,0.0003387352
SGMS1,0.00033866643
GABPB1,0.00033853907
STX7,0.0003382709
AGFG1,0.0003379176
TEDC2,0.00033782265
CCSER2,0.00033772324
AIRE,0.0003375843
EGFL8,0.0003374848
RSU1,0.0003373307
DIPK2B,0.00033730722
MTO1,0.00033706546
RNF11,0.00033698927
TMC6,0.00033697352
S1PR5,0.0003369346
DENND1C,0.0003368997
FLCN,0.00033688647
RHBDF2,0.00033671677
SNX13,0.0003365972
NSFL1C,0.00033658984
SLC7A6,0.00033646112
PAK1,0.00033602875
MGAM,0.00033602858
IL17RB,0.00033597596
TMEM8B,0.0003359478
ANKH,0.00033579665
PIK3C3,0.0003357036
ARHGEF9,0.00033563183
FRK,0.00033560843
C2CD3,0.00033559804
IRF7,0.00033558416
SDC1,0.0003355334
FAM168B,0.00033522473
ACAP2,0.00033497484
RAB3A,0.00033490718
SLC25A46,0.0003348804
ELK1,0.0003348661
ZNF282,0.0003347657
SNX6,0.0003346838
FBXO11,0.0003345288
WNT7A,0.00033442499
DHCR24,0.00033427533
BAMBI,0.00033427484
MIEF1,0.00033412594
LUM,0.0003340895
PJA2,0.00033401744
DPP4,0.0003338315
GJC1,0.00033381433
SS18,0.00033363042
DEGS1,0.00033336628
CEND1,0.0003332808
AMBP,0.00033326537
POLR3C,0.00033322623
BIRC3,0.00033322402
SBF1,0.00033304602
ASB4,0.00033293117
JRKL,0.00033272267
PNPLA4,0.00033250093
PGAM4,0.0003318915
MAP11,0.00033180643
KIF16B,0.0003314198
GPX7,0.0003313156
SPICE1,0.00033121015
SEPTIN7,0.0003311492
RAD51D,0.0003311391
NPFFR1,0.00033090083
GDAP2,0.00033088197
CABYR,0.00033076893
SMG7,0.00033061445
SNORC,0.00033050196
NDUFAF3,0.0003301167
C14orf93,0.00032997504
PPOX,0.00032950615
CXorf21,0.00032947102
RPL9,0.00032942812
MIER2,0.00032899826
CYB5R3,0.00032876272
PTGES3L-AARSD1,0.00032853565
OVOL3,0.00032846347
TMSB4X,0.00032834953
QTRT2,0.00032832782
FAM86B1,0.0003282642
BSPRY,0.0003281596
FN3K,0.0003279777
BLMH,0.00032758893
FHL3,0.00032753247
PDZRN3,0.0003274095
COQ3,0.00032730214
OLFML3,0.00032719318
PTPN12,0.00032710028
IL1R1,0.0003267947
MEX3D,0.00032669483
TPM3,0.0003266179
CBLL1,0.0003263131
PJA1,0.00032627347
TM4SF1,0.00032614404
P2RX7,0.00032604623
CFAP94,0.0003259562
STAP2,0.00032594657
APOBEC3B,0.00032590865
EVA1B,0.00032586933
FDPS,0.00032570265
OCLN,0.0003252467
BIRC5,0.00032489697
GSTM3,0.0003248772
PIK3IP1,0.00032469933
CDKN2D,0.0003246081
GPS1,0.0003245183
ASB1,0.00032437497
RPA2,0.00032410206
PPP2R2B,0.0003239788
SLC27A2,0.00032386734
LDOC1,0.00032383922
NAT1,0.0003237387
WASHC4,0.00032363465
DOK5,0.00032353477
MAVS,0.00032340083
CPA1,0.00032339105
TFF2,0.00032336073
GADD45G,0.00032322886
EOGT,0.0003232113
FLNC,0.0003230759
SPTLC1,0.00032305004
HMMR,0.00032292175
RPL22,0.00032282659
SLC8B1,0.00032280022
ECEL1,0.00032271096
GCGR,0.00032192105
ROR2,0.000321573
GPR37L1,0.00032150387
LSM1,0.00032132163
BTBD7,0.00032119005
IZUMO4,0.0003210844
BAZ1B,0.0003208003
GSAP,0.0003207735
SRC,0.00032059426
EMC9,0.00032042005
PDPN,0.0003201164
MYBBP1A,0.00031986434
PLIN3,0.00031980942
TLR4,0.00031978457
KMT2A,0.00031944894
SLC25A22,0.00031939748
TSEN2,0.0003192731
ACP6,0.0003192626
EEF1A1,0.0003191958
RPS14,0.0003191209
RBBP6,0.0003188341
SMC6,0.00031880217
MFSD2B,0.0003187129
SLC25A15,0.00031861788
KIF15,0.00031841162
NQO1,0.00031830446
TBX1,0.0003182397
PTP4A1,0.00031814925
SLC22A18,0.00031813682
TM9SF4,0.00031809392
PKD2,0.0003180785
CAPNS1,0.00031761083
SLIT1,0.00031745734
LMBRD1,0.0003174381
SYT1,0.00031736164
SEC24B,0.00031704258
FAM222B,0.0003170394
PNMA3,0.00031688446
INTS3,0.000316734
BDNF,0.00031648
IL25,0.00031630084
INPP5K,0.00031611632
LY6E,0.0003160789
CENPU,0.00031577397
ETV5,0.00031575366
WLS,0.0003156453
MRPL19,0.00031542257
H1-5,0.0003150422
NLGN4X,0.00031448517
PAAF1,0.00031421936
TNC,0.00031415443
SMIM27,0.00031411316
EFCAB14,0.0003140525
PRDM2,0.00031405233
CD79B,0.0003139774
MZF1,0.00031326388
RRBP1,0.0003128601
DDX19A,0.0003128454
CAMK2B,0.00031277217
TNN,0.00031275867
MED15,0.0003126633
SLC22A1,0.000312508
ACSM1,0.00031246105
PIP5K1A,0.00031240517
CHGA,0.00031229443
AGPAT1,0.00031222575
SLC6A15,0.0003120651
UGP2,0.00031159623
KHDRBS1,0.00031149993
TXNIP,0.00031145354
USH2A,0.0003110237
UBE4A,0.0003109329
MLF2,0.0003107112
MED17,0.00031040766
PCBP4,0.00031006316
HLA-B,0.0003099389
NCAM2,0.0003098794
MACO1,0.00030983426
JCHAIN,0.00030973527
UEVLD,0.00030931586
ATP1A3,0.00030916533
TCL1A,0.0003088305
PRKD3,0.00030870928
ZHX3,0.00030838916
TFPI2,0.0003082864
CRYZL1,0.00030808634
UBE2S,0.000307933
F11R,0.00030783445
TIMM23,0.00030780293
RPL4,0.0003075953
KCNJ8,0.000307528
CCDC28B,0.0003072492
GPR31,0.00030722143
PPP1R3C,0.00030714914
SMTN,0.00030699398
CLP1,0.0003069547
HOXB2,0.00030680728
LGALS7,0.00030677128
TCP11,0.00030676214
NAPG,0.0003067198
MYH9,0.00030657096
CHKB,0.00030611188
SBF2,0.0003060305
BRD7,0.0003058723
DDX6,0.0003058344
BMI1,0.00030582078
FARP2,0.0003056392
CNTRL,0.00030554054
HIF1A,0.00030540038
RIOX2,0.00030539837
ZFR2,0.00030505325
ATP6V0E1,0.00030499313
IL1RAPL2,0.00030490497
EPHA1,0.00030487112
DCUN1D4,0.00030479784
IGF1R,0.0003047656
DDOST,0.00030475308
NACC2,0.00030447636
SIRT1,0.00030410284
SPACA9,0.00030393814
DKC1,0.00030369402
SLC5A2,0.0003036482
RAB21,0.00030358753
ATP9A,0.00030353802
CPNE7,0.00030341727
RYR3,0.00030292012
TADA2A,0.00030284666
NPTXR,0.00030263545
PRKAR1A,0.00030254977
CCDC57,0.00030249535
ARHGEF7,0.00030247972
ZFP69B,0.00030226132
H1-4,0.0003022517
ADA,0.00030221508
NFKB1,0.000302051
TAB2,0.00030177814
ZSCAN32,0.00030173638
MSTO1,0.0003016922
PCSK1N,0.00030168626
TTC17,0.00030162904
PTPRN,0.0003015737
YTHDF3,0.00030151985
EFHD2,0.00030129874
CCDC81,0.0003010436
ECHDC3,0.0003009749
NDST3,0.0003005717
BRD3OS,0.00030050476
RPGRIP1L,0.00030020997
BGLAP,0.0003001689
OBP2A,0.00030015374
ARL4A,0.00030011355
MARK3,0.0003000247
YEATS4,0.00029995854
ELMO3,0.00029984643
ICAM3,0.00029971765
MMP1,0.0002996756
RHOG,0.00029966366
RAB28,0.00029964658
TRPA1,0.0002995344
PCDHB13,0.00029934262
ALAD,0.00029924265
NADSYN1,0.00029905883
TRIM23,0.00029899168
FAN1,0.00029885076
DNAH17,0.00029884907
IQSEC1,0.00029880082
MX1,0.00029857803
ANP32B,0.00029855577
TOP2A,0.00029845524
CLN5,0.00029844767
SNRPD2,0.0002978617
TDRD12,0.0002977408
COLEC10,0.0002977045
CHMP2A,0.00029748125
CRIPT,0.00029737255
EPRS1,0.0002969182
ADAM19,0.00029662598
PSMF1,0.00029661905
MOCS2,0.00029661693
HIVEP2,0.00029660325
B2M,0.0002965312
KLHL36,0.00029645604
TIMM8B,0.00029634926
LRP5L,0.0002958027
CDK2AP1,0.0002957884
FAM83E,0.0002957846
DLG1,0.00029573994
TGFBR1,0.00029545446
USP16,0.0002952919
C3orf14,0.0002950204
SMAP1,0.00029496776
FAM3C,0.00029467212
DLG5,0.0002945202
STARD5,0.00029435204
PHF10,0.00029425073
OR7C1,0.00029421604
CEP112,0.00029399848
SLC25A5,0.00029375573
TTC4,0.00029360145
HRH1,0.00029333774
ATAD5,0.0002932876
USE1,0.00029315674
ZNF267,0.00029313672
PLAAT2,0.00029286827
EXOSC10,0.0002928417
IL23A,0.00029278253
MPST,0.00029259498
TSPAN3,0.00029256433
NPIPB15,0.0002925382
GDI1,0.00029253375
CALML4,0.00029165635
IL27RA,0.00029159788
CCDC25,0.00029147541
C19orf54,0.000291365
SFN,0.00029113746
BCOR,0.00029111572
IGFBP4,0.0002910407
GTF3A,0.00029091543
S100A14,0.00029046458
LYRM2,0.0002902387
WDHD1,0.00029012363
HS6ST1,0.0002901138
PDE6D,0.00029007538
DXO,0.00028941993
KLRC3,0.00028939656
CHST7,0.00028935782
ARF5,0.00028918526
GPATCH1,0.00028915238
NDUFA5,0.0002890649
CLIC4,0.000288927
UTP20,0.00028875322
CGRRF1,0.00028860182
UBAP2,0.0002885876
E2F2,0.00028852056
ZNF74,0.00028835566
C2orf68,0.00028829416
SECTM1,0.0002882438
PIGH,0.00028790964
SIX2,0.00028789914
MTMR12,0.00028788077
PCSK1,0.0002878437
ZNF292,0.00028783007
MRPL9,0.0002878011
KCNN4,0.00028756337
PPP1CA,0.00028754823
GSDMD,0.0002874904
CCDC30,0.00028713216
MRPS16,0.00028624467
SLC12A6,0.00028617258
KIF14,0.00028610052
NTS,0.0002859288
OASL,0.00028572232
VCL,0.0002857023
HOXB13,0.00028562738
RBM25,0.00028562458
INA,0.00028553634
MAPK1,0.00028518145
NPC1,0.00028477097
RPL28,0.0002844727
LHFPL2,0.0002843313
ZSCAN26,0.00028429
TACC3,0.00028425592
RBM38,0.00028423962
EML2,0.00028380076
DKK3,0.0002837776
ITGA5,0.00028360233
ZNF480,0.00028339747
DYNC1LI1,0.0002832153
CERT1,0.00028314558
MNX1,0.00028311342
RPL10,0.00028290477
IFRD1,0.00028285262
COL6A1,0.0002827786
C15orf39,0.00028259665
RCC1L,0.00028239813
ERN2,0.000282305
WDR11,0.0002821501
BBX,0.00028203282
ARHGDIA,0.00028188125
RPL23A,0.000281792
TTF1,0.000281616
RAD9A,0.0002815133
FPR2,0.00028136146
THSD1,0.00028132438
CREB3L1,0.00028120435
ARFRP1,0.0002811724
