gene,hazard_ratio,p_value,fdr,mean_expression,sd_expression
RRAGD,1.237529456,0.135880302,0.345133661,83468.89747,100542.2332
HSF2,1.46224147,0.008756478,0.088427868,149790.3019,83232.97556
PHF20,1.049806568,0.732040962,0.85644471,224927.5213,93020.26444
HSD17B6,0.925748784,0.587966485,0.763556124,52823.26968,42918.28821
NR1H3,0.861939058,0.293492047,0.523234578,141964.3052,91330.05991
TYMP,0.653199421,0.003445521,0.05938095,696871.4998,652753.7768
NCAPH2,0.753344336,0.048819007,0.203354619,309763.9676,191129.4572
TOMM34,1.014473224,0.919285648,0.959517472,550485.0461,279608.2561
SEC63,1.751734096,0.000138609,0.017454609,415660.2119,240872.1842
KPNA6,1.351516783,0.034640339,0.17291547,313017.4548,111197.8902
VIM,1.123160416,0.414585838,0.632739325,4873484.662,4165181.974
RTEL1-TNFRSF6B,0.984045188,0.910899678,0.955076416,6700.047023,6535.771115
FAS,1.335737837,0.046449195,0.198259344,98268.26831,67633.49933
RNASET2,0.644367598,0.002515808,0.051900349,167661.4222,143600.3821
CD44,0.975079014,0.858594589,0.929123217,1140579.337,988856.32
KCNG1,1.214891104,0.171051016,0.391043066,23960.44306,94461.43108
AGPAT4,1.312811757,0.058181288,0.222378295,28024.11912,24429.45871
SLAMF7,0.807579624,0.136198812,0.345687053,95431.12151,138599.4946
BTN3A1,1.002363263,0.986704931,0.99319533,168681.2447,106456.4006
MIPEP,0.819115043,0.161971487,0.380060813,203405.5219,133462.8674
PRKCH,1.294816772,0.072920346,0.252155053,93681.95882,46103.90769
INSRR,1.278843972,0.083963854,0.271473397,2583.139973,9422.770536
IFNGR1,1.286481623,0.080917136,0.266977965,819111.0941,423382.1613
B4GALT7,0.801003012,0.12417871,0.330420357,129174.5759,70536.15229
SH2D2A,0.558131972,5.90126805626154e-05,0.013586734,40693.62398,48406.04707
VRK2,0.895322889,0.433810267,0.6480316,185194.6386,206481.6675
TNFRSF1B,1.060612523,0.680035728,0.824434904,271911.923,208993.6716
VEZT,0.866072601,0.309115799,0.538490482,203954.2645,82497.56097
POU2F2,0.805872617,0.130936769,0.338823033,23791.11421,27730.78813
BRD9,1.067093932,0.645825599,0.801415075,89093.05172,33752.23814
SNX1,1.044835774,0.756283143,0.868500705,331005.9191,135581.51
TBPL1,1.469159288,0.009096124,0.090202228,59279.58899,27808.42349
ARNTL2,1.080812483,0.583880411,0.760619286,47853.15025,100678.1847
BCLAF1,1.5018922,0.00539942,0.071324308,378680.2088,114532.7158
SLC39A9,0.866836385,0.315015768,0.54333366,452338.0664,185920.7336
ANK1,1.135209088,0.373823667,0.597218753,15380.85072,87582.48219
IBSP,0.857693176,0.284732815,0.515219366,96062.68112,1934577.387
TFB1M,1.045808106,0.751506273,0.86586434,76526.03803,29876.05106
RABEP1,1.086225697,0.558258903,0.742441351,630910.9703,411231.2927
HMGB3,1.096834818,0.514981211,0.712067695,455546.7906,428575.6999
NUP160,1.024859159,0.862525393,0.930655969,173849.8541,82190.43682
BAK1,0.821504753,0.167464336,0.386556848,245944.9701,127493.188
MUSK,1.247947503,0.121771741,0.326259555,768.1425151,3923.305957
IKZF2,1.085493759,0.564221635,0.746920208,33305.96581,39795.33332
GRN,0.857323552,0.283859324,0.514701028,2491868.829,1391459.21
FAM13B,1.290832779,0.074505067,0.255442927,139555.28,61750.31352
CENPQ,1.070244026,0.630579166,0.791317362,98508.68977,50574.14513
SARS1,0.728935335,0.028031575,0.155304177,846603.4516,287700.6077
RANBP3,0.81107715,0.143183762,0.354775261,195901.1573,59238.81419
ARID4A,1.119451603,0.429229288,0.643426376,85526.92979,35733.99787
EIPR1,0.795103384,0.110275961,0.309453596,98800.86204,39465.15071
PNPLA6,0.813515034,0.148295331,0.36122149,172092.1661,110435.1936
IFT88,0.741243286,0.036149139,0.176925887,71320.48871,32849.80939
ZCCHC8,0.935726829,0.639759295,0.797982884,76957.50246,25036.34646
ABCF2,0.789225279,0.096162598,0.287963748,353124.3364,119682.7918
CHPF2,0.835378153,0.206735561,0.431645284,415242.0146,189876.6944
FUT8,0.76775517,0.06535492,0.236833223,258742.7603,195772.0221
UBA6,1.087719424,0.553484588,0.739100319,117527.0132,51787.70151
GAB2,1.137600115,0.365975906,0.590395726,196681.044,348072.8498
ATP6V0A1,1.298926986,0.065509554,0.237251348,151901.7781,58838.63531
PIAS1,1.424293783,0.014670809,0.112615317,93435.3251,36749.85488
SLC4A7,0.988164865,0.933019492,0.968094811,161622.7863,198322.0763
APBA2,0.956790148,0.754662649,0.867711315,24973.95409,33699.19224
MAP2K3,0.985619103,0.918648364,0.959485541,293304.3744,167389.3561
EFCAB1,0.971415679,0.837714666,0.917624779,5050.769346,11368.51318
TMSB10,0.8658663,0.309567706,0.538702172,48942021.55,44514584.05
ASTE1,1.076992922,0.601825112,0.772416512,72329.23445,20918.56792
RNF19A,0.999662296,0.998096229,0.999126905,382773.1596,272900.6066
PEX3,1.665393765,0.000478363,0.029289182,174032.0987,77485.7095
GABARAPL2,1.599186661,0.001170385,0.038580856,566433.3736,213711.4458
MYOC,1.25307857,0.115970556,0.317998731,53561.34384,712206.4486
SH3YL1,1.011197668,0.937396233,0.969855757,129426.08,71794.62786
FAM136A,0.794011145,0.107473188,0.305260512,319576.8671,163566.5517
VCL,1.430717226,0.013416079,0.109138253,461443.2397,247008.2766
DAPK2,1.218674486,0.165609596,0.384345249,29642.61682,23487.15895
NSMAF,1.287110701,0.079962086,0.265381251,144432.5414,62691.94764
ADSS2,0.711308178,0.017229844,0.122380484,650112.746,272998.5827
STAP1,0.697735994,0.012049376,0.102938009,17364.83655,37974.81797
TIMP2,1.424666048,0.013330848,0.108874385,1866057.085,1214198.676
RFC1,1.355931237,0.033695579,0.170366311,247334.3156,81670.94581
CUL3,1.117250029,0.433958082,0.6480316,175715.1101,50227.14409
MYOM2,1.090987241,0.538589013,0.728630253,26244.92162,375893.559
CYP46A1,1.387242526,0.023427364,0.141961605,3165.267842,3331.386182
ZZZ3,1.083996014,0.570147691,0.750896011,141235.8185,74208.42447
SLC18A1,0.692726566,0.010094149,0.094921644,1943.096853,15943.26236
USP2,1.131722849,0.386271765,0.609069062,21601.37527,47195.27595
TUBG2,1.30887902,0.058637364,0.223265228,142189.4881,80984.91459
RPL26L1,0.713687657,0.01969761,0.129797266,366120.4169,173044.0499
FLT4,1.219162206,0.166608876,0.385406565,41488.39111,28257.61555
FBXO42,1.258929539,0.107762216,0.30565382,84840.38599,19306.93606
MFAP3,1.25090528,0.116069697,0.318034126,117107.3138,65585.88592
METTL1,0.823908951,0.174039142,0.394073644,189953.9889,175355.9542
HOXC8,1.21287996,0.173589009,0.393654831,59554.06697,42813.07257
AGA,0.75974797,0.053127303,0.211664118,248103.42,111501.342
MAT2B,1.096463703,0.517735263,0.714486484,312278.1116,101435.7537
TLL1,1.271374112,0.093479,0.284576135,17583.36784,19303.48596
EDC4,0.955305693,0.748488653,0.864311713,146328.6003,56786.78346
TRIO,1.307728215,0.059463271,0.224936687,162889.364,83739.94352
VCAN,0.9643387,0.798854117,0.894695889,664833.9889,613018.6721
CLEC16A,0.779229236,0.080521894,0.266255245,78218.9771,29979.623
MSR1,0.964404502,0.799387966,0.894962134,135332.4501,107205.0746
CDH1,0.985135704,0.915778873,0.957603217,1938717.106,1570903.678
MTREX,1.208847508,0.181071182,0.402014604,253208.1271,112110.4887
ZFYVE16,1.113199506,0.450375179,0.662197219,119231.6031,53371.20882
RIPOR1,1.271272473,0.091652399,0.281847818,217153.8785,81514.72684
C6,1.387023904,0.0230635,0.140701377,17556.80794,69279.34413
RAI14,0.938433666,0.653303012,0.806409365,207174.5273,129010.6348
SOX30,0.785819417,0.089380804,0.278989036,2152.966527,4336.965166
PNKP,0.659975021,0.004415279,0.065659611,167730.2926,92735.18166
BEST2,1.045537369,0.753338236,0.866898165,375.3415099,1588.461481
PHLPP2,1.206628445,0.187612379,0.409468505,32908.56421,15931.14916
SPDL1,0.935216381,0.635767048,0.794946225,68429.48733,34783.89244
STAU2,0.920285491,0.557974906,0.742308642,162991.8121,96580.29508
CTNS,1.116625723,0.437133558,0.650961762,122613.5277,39294.61143
CDH10,1.753352842,0.000111347,0.015836181,2097.289173,29704.2519
INPP4A,1.187178117,0.22843914,0.456794655,55637.09624,19121.4853
RAB27B,1.101200909,0.497612489,0.698216234,219799.3729,177699.1367
PSMA4,0.783858032,0.088291201,0.27802874,409894.1039,193034.072
MYO16,1.094686318,0.52352321,0.718937564,4203.74788,13136.3108
LSG1,0.949828101,0.717513513,0.847072731,277344.7329,102064.1274
PARP3,0.896967751,0.441504604,0.654387633,190969.4708,92120.21269
TNC,0.819828314,0.160339293,0.377256075,757984.4938,1193754.878
THAP3,0.793607369,0.107245878,0.304914257,72846.78413,37140.44899
TDP1,0.659882232,0.003804225,0.06119208,90011.8299,31347.32494
SPATA7,0.990172912,0.944228886,0.974123549,30335.4775,11765.64124
MED17,1.512774521,0.00445649,0.065861255,68231.35832,29028.11661
RETSAT,1.489362539,0.005680654,0.072525475,737362.2358,724868.2853
CAPG,0.788723172,0.094488174,0.285638294,1670839.772,1189494.955
AP2S1,0.817252905,0.162418409,0.380739994,1120155.808,754794.3551
USH2A,0.825729333,0.176387982,0.39665971,458.4049532,1029.00295
ZPBP,1.061757266,0.672031426,0.819847494,368.6847053,1087.38762
TG,0.995525613,0.974784207,0.987983702,2354.002183,14342.90928
ADAM28,0.938638887,0.655264997,0.807574528,26793.04761,29938.90907
BARX2,1.19602027,0.209101177,0.434274971,183503.1041,263980.3381
DCUN1D1,0.941373187,0.670000814,0.818889884,117210.5835,51131.10749
JADE2,0.987672017,0.930722758,0.966153198,140871.8166,75963.71529
LCP2,0.769325146,0.068227064,0.243083326,88725.56448,67138.34882
TRIT1,0.890394947,0.412585899,0.631360878,181829.5244,80811.18858
ADRB1,0.916197887,0.535761424,0.726850436,15080.23499,51483.63907
CUL7,0.791644473,0.105751395,0.303304535,284054.1089,173691.9365
CTNNA1,1.131707764,0.382430293,0.605238548,1249919.188,371363.1883
PHKA2,1.412604457,0.015695493,0.116836708,95568.85884,36633.56951
CNTLN,1.150424163,0.325307031,0.55280246,22573.32072,17419.06798
EPHA3,1.762384627,8.92130334825279e-05,0.015630382,29890.29009,106080.9812
HSPA5,0.865542681,0.311539839,0.540130755,4571191.292,2325419.742
DSG2,0.99681433,0.982144627,0.990915239,699679.5099,461949.3124
GEMIN8,0.920452523,0.558087837,0.742325887,198273.4199,95795.91217
OFD1,0.854834007,0.268550146,0.499554546,211707.0858,96491.55181
GPM6B,1.060242759,0.680696489,0.824636457,82030.30704,108779.0303
PREX2,1.146842777,0.337847456,0.564511112,24459.20785,33510.78198
WDR37,1.582253269,0.001399668,0.041388963,111062.8289,41021.61581
YTHDC2,1.117165391,0.436049565,0.649827809,99812.1822,43643.86196
CTPS2,0.810522307,0.14250754,0.353982471,223137.7973,156663.8267
ATP6V1H,1.123741691,0.408890955,0.628083346,338040.9804,190335.501
POLR2B,1.153103627,0.314646226,0.542851181,481712.9615,201915.7448
ARAP2,1.106088688,0.47671623,0.683794792,33450.27994,23714.52383
TPR,0.83648787,0.207514667,0.432369811,376109.7298,145242.1722
CP,1.23457779,0.138946257,0.349848325,273623.8316,755536.4807
KATNIP,0.661129609,0.004442214,0.065730629,101676.0785,48360.20442
XK,1.339677773,0.039996944,0.185756071,12621.49984,20732.29971
ANO2,1.481240543,0.006536114,0.077367028,14617.95969,70522.73759
C12orf4,1.04820962,0.738750624,0.859304945,101915.189,43286.13655
SCML1,1.202826106,0.201255505,0.425271421,40263.59824,38395.27099
WWC3,0.871082889,0.32887446,0.556439937,246399.5684,115119.707
ARHGAP6,1.327413963,0.04939171,0.204445249,13955.95798,16133.17056
MAP4,1.303010437,0.0634125,0.233646361,477608.6321,195553.2647
ROS1,0.9361505,0.64376853,0.800341192,3794.952741,76411.5056
HDAC9,1.269074479,0.094018268,0.284858858,21088.78304,73140.85823
NOP16,0.749685575,0.045084277,0.196108103,159415.4427,107371.503
TNFRSF17,0.968805481,0.822934434,0.908202882,37879.63959,79606.08072
LMO3,1.228493396,0.148262015,0.36122149,21487.3375,81153.76102
MRPS10,0.854793909,0.271903251,0.503086812,544759.2107,256468.2777
GUCA1A,1.049140996,0.734226471,0.857142141,1014.960274,2537.244547
RSF1,1.232239434,0.143378496,0.355024238,134863.6635,149749.3702
VPS13D,1.188191453,0.226393846,0.455614317,116716.8555,57261.11605
CELF2,1.257985565,0.110895752,0.310206938,93372.7713,102096.6109
FAM120A,0.886241561,0.394979294,0.616434894,845374.6284,267584.543
R3HDM1,0.791890622,0.099584751,0.293844288,120030.6451,51671.04839
COL9A2,0.695204687,0.011204489,0.099633254,164687.6133,261265.9116
KITLG,1.207816425,0.185448799,0.407107753,299681.7666,350236.5537
ERCC8,1.39737625,0.019568768,0.129342176,36813.63142,12136.32606
ADAMTS6,0.997600894,0.986520191,0.993137057,10348.16488,10978.06559
H6PD,0.919462097,0.553839699,0.739471873,280072.506,126152.0481
VAMP3,1.608984222,0.001094981,0.037876409,824626.6204,291821.5673
PER3,1.10225013,0.492059029,0.694756085,98617.85024,68048.59384
UTS2,0.823927292,0.176199064,0.396591631,3471.691393,10357.41949
TNFRSF9,0.714174771,0.019501293,0.129283394,12096.87349,16302.76755
EPN3,0.939588424,0.661148408,0.811952424,230893.5965,298280.8745
LTBP1,1.350107543,0.035787354,0.175585671,250473.1191,212562.3525
RCN1,0.939474151,0.658426481,0.809602034,395125.5608,222111.0113
ELN,0.931302077,0.614425282,0.781378838,467264.5475,793331.2694
RFC2,0.738043112,0.034652371,0.17291547,392148.3877,205236.5115
NEDD4L,1.159807514,0.297314419,0.526702834,125787.9937,84304.91326
FOXP3,0.627190338,0.001230768,0.039402692,51776.28275,51759.24408
HEXB,1.21499174,0.168585791,0.387544647,551264.0895,196648.4708
PTCD2,1.27154066,0.090405278,0.280707229,27179.32882,10386.04638
DKK3,1.417562998,0.014626006,0.112615317,303219.9565,250782.723
ARHGEF5,0.941511739,0.669867466,0.818889884,72251.87257,30656.74052
NFE2L3,0.802447135,0.119961787,0.323762759,169418.5204,188832.587
MCUR1,1.365068585,0.029121197,0.158635943,185993.3432,85820.30297
LIMA1,1.455443479,0.00930959,0.091142966,531709.0148,262860.5771
LETMD1,1.305086379,0.061390102,0.228704142,186351.9639,77823.2485
SLC4A8,0.825925502,0.178755229,0.399730327,36921.78269,46527.39466
LAMC3,1.160622859,0.293580953,0.523234578,15526.94155,41756.05108
PTGER3,0.891088455,0.414271846,0.63247917,106993.7468,143203.1092
TNIP3,0.675149914,0.00588014,0.07351087,4814.618094,16395.58751
MAPK9,0.88170066,0.374923827,0.598065811,167874.5252,67117.62332
HERPUD1,1.23379136,0.142695774,0.354365081,577515.9717,274756.6381
HOMER3,0.820002778,0.165119937,0.383665517,220504.8485,230531.1347
RAD51,0.981301724,0.894543087,0.947160519,72531.82537,56977.56445
POLQ,0.746068733,0.040807952,0.187791147,20360.63825,18569.33037
PIK3CB,1.222362156,0.156462519,0.371822362,168377.1886,67585.9092
CYBA,0.609761389,0.000678019,0.03085594,457340.97,496053.1399
HEBP2,1.546177769,0.003469923,0.05958509,225295.9272,153465.994
MPHOSPH9,1.132433863,0.379768597,0.602812838,38543.1121,23876.39212
PLEKHA5,1.468142194,0.008539925,0.0877884,63833.53509,32502.55892
PRSS8,0.881324308,0.373318108,0.596960891,1612146.531,1216488.36
SIKE1,1.103441833,0.491435754,0.694369936,156222.8747,62511.85302
RRP12,0.944964383,0.69025923,0.829934728,140246.9605,62538.63325
MSMO1,0.872986179,0.338548743,0.56527186,483071.7738,430904.1849
TTC17,1.265658489,0.101323811,0.29644326,201306.3998,71662.27426
ALX4,0.904264739,0.47759263,0.684373041,16467.03651,46300.42986
FSTL4,0.971457973,0.837779443,0.917624779,16457.66293,28954.3586
FOXN3,1.456128049,0.010042801,0.094849551,125524.6764,98207.61799
AKR7A2,0.788720682,0.096953233,0.289039507,706570.0021,364780.6451
MRTO4,0.761584493,0.056106327,0.2181632,377019.4935,179397.9167
NNAT,1.054802272,0.706465839,0.840928075,67443.59989,258305.4638
USE1,0.771196373,0.069201259,0.24509434,181745.8655,110759.4516
MCF2L2,1.221118802,0.164446985,0.383236522,841.9171132,1357.664539
NRIP2,1.166888156,0.282326115,0.513144366,43931.62302,30756.41151
LAMA3,0.935110159,0.63602747,0.795034997,112930.4499,152967.1177
AP5M1,1.394710537,0.020645202,0.133145723,80883.35024,28818.10788
KCNQ1,0.874595991,0.345917156,0.570797187,68668.59512,67604.95617
TRAPPC3,0.649237584,0.002865888,0.05464708,395769.7073,130526.1789
THRAP3,0.777855,0.078160848,0.262152924,936887.3216,198800.2473
ENTPD2,1.033824633,0.814829508,0.904135238,143588.6947,190266.7249
LY75,1.13542351,0.37218125,0.595818731,33489.76866,30510.18564
ARID4B,1.00563402,0.968284122,0.984634011,171284.1201,71869.23787
OPN3,0.971931343,0.84065821,0.919869397,68448.2957,55304.19541
PTPRN,0.834879336,0.204160816,0.428340873,6371.005609,34788.11317
HHAT,0.744625352,0.03974191,0.185302072,82541.37539,51118.55249
KIF1B,1.380387832,0.025094258,0.146978915,103630.1765,75489.40237
FOXC1,1.039657147,0.784665748,0.886359954,169554.077,350340.9063
TBC1D22A,1.165914485,0.278127075,0.50897339,139018.9982,49490.1939
SYNE2,1.095637038,0.522634934,0.718132952,115124.5095,65913.75642
ATP9A,1.333459348,0.043742924,0.193806502,448759.1542,379280.9058
FAM168A,1.188362333,0.224014769,0.452786247,301088.1263,156217.449
GALC,1.04265285,0.767701081,0.875046047,136978.3399,66262.6892
SZRD1,0.684792535,0.008085683,0.085072083,600802.5776,156407.099
KCNH2,0.823082513,0.173580168,0.393654831,21438.11434,53346.79122
CUL1,1.651176183,0.000616413,0.030213282,527116.8536,158341.7582
FAM114A2,1.279129604,0.082725609,0.270197633,95317.06679,35403.69769
CYFIP2,0.729514756,0.027312248,0.153499657,99493.59139,103010.4762
TAB2,1.658861044,0.000599488,0.030071395,466954.8993,195722.0965
EIF2AK2,1.450600582,0.009549042,0.092282001,244466.6233,136129.3086
USP36,0.922050722,0.566513728,0.748061429,170556.8683,78050.38435
MCOLN3,1.018441389,0.897126293,0.948103834,17458.78298,26818.44021
PUM2,0.988282669,0.93405253,0.968549335,601745.8718,173769.6905
ITIH4,1.026804623,0.852505739,0.926008977,1868.897579,3098.305379
ITIH1,0.685837555,0.007987508,0.084582793,1320.571637,23621.47479
HPF1,1.164767437,0.283919306,0.514701028,304462.1347,116901.0017
ZFR,1.276567131,0.089200307,0.278729517,394929.421,133103.5881
TRAF1,0.717287238,0.019218768,0.12838405,59297.06044,48660.34892
RC3H2,1.680003908,0.000393794,0.026014059,132680.2415,59809.7187
IL17RB,0.835070637,0.204027927,0.428136368,172423.231,191333.4099
TRAF3IP2,1.290820271,0.075347517,0.256754629,141369.8297,88679.50421
GYG2,1.251853755,0.115829214,0.317879538,238972.1991,771511.2632
DCBLD2,1.089958931,0.546694275,0.734433891,82732.1573,59793.4656
SOAT1,0.96250679,0.787613576,0.888388961,159246.4281,204257.6704
PKP2,1.182227033,0.245528268,0.47359999,88894.46767,77009.51991
MSH4,1.24456014,0.124230456,0.330420357,1809.462001,2953.485349
F7,0.793326152,0.106480358,0.304168491,49457.62518,101395.0302
GDI2,0.923375715,0.574258894,0.754014963,1976998.93,827295.6158
PRDM1,0.83897612,0.219559933,0.447508855,74764.80098,54872.1717
ATG5,1.264310568,0.101082771,0.296096345,255056.5437,251662.5276
USP13,1.367553394,0.029247035,0.158742847,99744.41109,138658.7706
ATP11B,1.222048985,0.161413962,0.379120534,139075.0036,124494.0347
LAMC2,1.087032077,0.555715995,0.741171706,305105.1861,505329.0046
CDK14,1.02478913,0.862768621,0.930807153,123434.421,71324.3125
SEC61A1,0.803257647,0.125519997,0.331963018,2108980.238,804979.5804
PPP1R12A,1.210443297,0.183994578,0.405253575,135280.5047,55278.31849
RASGRF1,0.834326212,0.200671894,0.42455767,9243.761006,19491.7972
CAMK2B,0.832486925,0.196807455,0.419835066,24152.52373,68468.11284
CROCC,0.939838991,0.660935642,0.811952424,63916.34638,42729.51058
POLR3E,0.67156323,0.006061166,0.074616535,130210.2547,47126.46587
ATP2B4,1.081328506,0.590542014,0.765090816,422386.2925,299014.4081
ZC3H11A,1.085027362,0.564091688,0.746911765,451126.8259,179160.954
RIOK2,1.180338653,0.240983438,0.469171747,116173.7433,35224.39714
YIPF1,0.842595702,0.231202297,0.459732629,600221.589,266187.7519
NDC1,0.763511796,0.05895393,0.224117627,228936.6479,134205.3153
DGKG,1.333104157,0.046353822,0.198259344,2681.186358,2849.692414
UNKL,1.286225542,0.075942368,0.257912553,53527.18542,26779.50751
TBXAS1,0.907897527,0.499161742,0.698907377,53737.65842,37528.45236
PARP12,0.589574939,0.000275345,0.023248509,183838.4539,119969.3314
ALDH18A1,0.925352693,0.585279667,0.76167465,839188.0439,419862.7791
